"employee_scd_id";"employee_id";"year";"status";"country";"department";"date_situation";"seniority_group"
202301151;1151;2023;"Non-manager";"France";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301152;1152;2023;"Manager";"Germany";"Sales & Business Development";"2023-12-15";"Less than 1 year"
202301153;1153;2023;"Non-manager";"Sweden";"Human Resources";"2023-12-15";"1-2 years"
202301154;1154;2023;"Non-manager";"Denmark";"Cybersecurity & Digital Risk";"2023-12-15";"3-5 years"
202301155;1155;2023;"Non-manager";"Denmark";"Sales & Business Development";"2023-12-15";"10-15 years"
202301156;1156;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301157;1157;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"Less than 1 year"
202301158;1158;2023;"Manager";"Denmark";"Finance & Operations";"2023-12-15";"1-2 years"
202301159;1159;2023;"Non-manager";"France";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301160;1160;2023;"Non-manager";"France";"Data & Analytics Consulting";"2023-12-15";"Less than 1 year"
202301161;1161;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301162;1162;2023;"Manager";"Germany";"Sales & Business Development";"2023-12-15";"3-5 years"
202301163;1163;2023;"Non-manager";"Spain";"Finance & Operations";"2023-12-15";"1-2 years"
202301164;1164;2023;"Manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301165;1165;2023;"Non-manager";"Sweden";"Human Resources";"2023-12-15";"Less than 1 year"
202301166;1166;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301167;1167;2023;"Non-manager";"Denmark";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301168;1168;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301169;1169;2023;"Non-manager";"Denmark";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301170;1170;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301171;1171;2023;"Non-manager";"France";"Finance & Operations";"2023-12-15";"Less than 1 year"
202301172;1172;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301173;1173;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301174;1174;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301175;1175;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301176;1176;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301177;1177;2023;"Manager";"Sweden";"Finance & Operations";"2023-12-15";"3-5 years"
202301178;1178;2023;"Non-manager";"Germany";"Cybersecurity & Digital Risk";"2023-12-15";"3-5 years"
202301179;1179;2023;"Non-manager";"Spain";"Technology & IT Strategy";"2023-12-15";"6-9 years"
202301180;1180;2023;"Manager";"Sweden";"Human Resources";"2023-12-15";"1-2 years"
202301181;1181;2023;"Non-manager";"Spain";"Technology & IT Strategy";"2023-12-15";"10-15 years"
202301182;1182;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301183;1183;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301184;1184;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"15+ years"
202301185;1185;2023;"Manager";"Spain";"Sales & Business Development";"2023-12-15";"6-9 years"
202301186;1186;2023;"Non-manager";"Denmark";"Technology & IT Strategy";"2023-12-15";"15+ years"
202301187;1187;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"Less than 1 year"
202301188;1188;2023;"Non-manager";"Spain";"Finance & Operations";"2023-12-15";"10-15 years"
202301189;1189;2023;"Manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301190;1190;2023;"Manager";"France";"Human Resources";"2023-12-15";"3-5 years"
202301191;1191;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"10-15 years"
202301192;1192;2023;"Non-manager";"Sweden";"Digital Marketing & Growth";"2023-12-15";"1-2 years"
202301193;1193;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"10-15 years"
202301194;1194;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301195;1195;2023;"Manager";"Spain";"Human Resources";"2023-12-15";"6-9 years"
202301196;1196;2023;"Non-manager";"France";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301197;1197;2023;"Non-manager";"Germany";"Digital Strategy Consulting";"2023-12-15";"10-15 years"
202301198;1198;2023;"Manager";"Spain";"Sales & Business Development";"2023-12-15";"1-2 years"
202301199;1199;2023;"Non-manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301200;1200;2023;"Non-manager";"France";"Customer Experience & Design";"2023-12-15";"6-9 years"
202301201;1201;2023;"Non-manager";"Germany";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301202;1202;2023;"Non-manager";"France";"Sales & Business Development";"2023-12-15";"1-2 years"
202301203;1203;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301204;1204;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301205;1205;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301206;1206;2023;"Manager";"France";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301207;1207;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301208;1208;2023;"Non-manager";"Spain";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301209;1209;2023;"Non-manager";"Denmark";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301210;1210;2023;"Non-manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301211;1211;2023;"Manager";"Spain";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301212;1212;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301213;1213;2023;"Non-manager";"Denmark";"Human Resources";"2023-12-15";"1-2 years"
202301214;1214;2023;"Manager";"Germany";"Sales & Business Development";"2023-12-15";"3-5 years"
202301215;1215;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301216;1216;2023;"Manager";"France";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301217;1217;2023;"Non-manager";"France";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301218;1218;2023;"Non-manager";"Spain";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301219;1219;2023;"Non-manager";"Denmark";"Finance & Operations";"2023-12-15";"10-15 years"
202301220;1220;2023;"Non-manager";"Spain";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301221;1221;2023;"Non-manager";"France";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301222;1222;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301223;1223;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301224;1224;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301225;1225;2023;"Non-manager";"Denmark";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301226;1226;2023;"Manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301227;1227;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"Less than 1 year"
202301228;1228;2023;"Non-manager";"Spain";"Technology & IT Strategy";"2023-12-15";"Less than 1 year"
202301229;1229;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301230;1230;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301231;1231;2023;"Non-manager";"Denmark";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301232;1232;2023;"Manager";"Sweden";"Customer Experience & Design";"2023-12-15";"10-15 years"
202301233;1233;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301234;1234;2023;"Non-manager";"Denmark";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301235;1235;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301236;1236;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301237;1237;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"Less than 1 year"
202301238;1238;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301239;1239;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301240;1240;2023;"Manager";"Germany";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301241;1241;2023;"Manager";"Germany";"Technology & IT Strategy";"2023-12-15";"10-15 years"
202301242;1242;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301243;1243;2023;"Non-manager";"Denmark";"Technology & IT Strategy";"2023-12-15";"15+ years"
202301244;1244;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301245;1245;2023;"Manager";"Germany";"Digital Marketing & Growth";"2023-12-15";"1-2 years"
202301246;1246;2023;"Non-manager";"France";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301247;1247;2023;"Manager";"Sweden";"Sales & Business Development";"2023-12-15";"3-5 years"
202301248;1248;2023;"Non-manager";"Denmark";"Digital Marketing & Growth";"2023-12-15";"Less than 1 year"
202301249;1249;2023;"Manager";"Spain";"Digital Strategy Consulting";"2023-12-15";"10-15 years"
202301250;1250;2023;"Manager";"Germany";"Technology & IT Strategy";"2023-12-15";"Less than 1 year"
202301251;1251;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"Less than 1 year"
202301252;1252;2023;"Non-manager";"Germany";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301253;1253;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"Less than 1 year"
202301254;1254;2023;"Non-manager";"Sweden";"Finance & Operations";"2023-12-15";"1-2 years"
202301255;1255;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"10-15 years"
202301256;1256;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301257;1257;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"6-9 years"
202301258;1258;2023;"Non-manager";"Denmark";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301259;1259;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301260;1260;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301261;1261;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301262;1262;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301263;1263;2023;"Non-manager";"France";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301264;1264;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"3-5 years"
202301265;1265;2023;"Manager";"Germany";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301266;1266;2023;"Manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301267;1267;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301268;1268;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301269;1269;2023;"Non-manager";"France";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301270;1270;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301271;1271;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301272;1272;2023;"Non-manager";"Germany";"Digital Marketing & Growth";"2023-12-15";"1-2 years"
202301273;1273;2023;"Non-manager";"Sweden";"Finance & Operations";"2023-12-15";"3-5 years"
202301274;1274;2023;"Non-manager";"Spain";"Finance & Operations";"2023-12-15";"3-5 years"
202301275;1275;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301276;1276;2023;"Manager";"Denmark";"Finance & Operations";"2023-12-15";"10-15 years"
202301277;1277;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301278;1278;2023;"Manager";"Sweden";"Human Resources";"2023-12-15";"Less than 1 year"
202301279;1279;2023;"Non-manager";"France";"Human Resources";"2023-12-15";"3-5 years"
202301280;1280;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301281;1281;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"10-15 years"
202301282;1282;2023;"Non-manager";"Denmark";"Finance & Operations";"2023-12-15";"1-2 years"
202301283;1283;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301284;1284;2023;"Manager";"Spain";"Sales & Business Development";"2023-12-15";"3-5 years"
202301285;1285;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301286;1286;2023;"Manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301287;1287;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301288;1288;2023;"Manager";"France";"Transformation & Change Management";"2023-12-15";"10-15 years"
202301289;1289;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301290;1290;2023;"Non-manager";"Denmark";"Customer Experience & Design";"2023-12-15";"6-9 years"
202301291;1291;2023;"Manager";"Sweden";"Sales & Business Development";"2023-12-15";"15+ years"
202301292;1292;2023;"Non-manager";"France";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301293;1293;2023;"Manager";"France";"Cybersecurity & Digital Risk";"2023-12-15";"10-15 years"
202301294;1294;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301295;1295;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301296;1296;2023;"Non-manager";"Spain";"Human Resources";"2023-12-15";"3-5 years"
202301297;1297;2023;"Non-manager";"Spain";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301298;1298;2023;"Manager";"Sweden";"Cybersecurity & Digital Risk";"2023-12-15";"1-2 years"
202301299;1299;2023;"Non-manager";"Spain";"Finance & Operations";"2023-12-15";"1-2 years"
202301300;1300;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301301;1301;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301302;1302;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301303;1303;2023;"Non-manager";"Denmark";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301304;1304;2023;"Manager";"France";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301305;1305;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301306;1306;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301307;1307;2023;"Non-manager";"Sweden";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301308;1308;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"6-9 years"
202301309;1309;2023;"Manager";"France";"Sales & Business Development";"2023-12-15";"1-2 years"
202301310;1310;2023;"Manager";"Germany";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301311;1311;2023;"Non-manager";"France";"Sales & Business Development";"2023-12-15";"3-5 years"
202301312;1312;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301313;1313;2023;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2023-12-15";"Less than 1 year"
202301314;1314;2023;"Manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301315;1315;2023;"Non-manager";"Germany";"Finance & Operations";"2023-12-15";"Less than 1 year"
202301316;1316;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301317;1317;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301318;1318;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301319;1319;2023;"Non-manager";"Sweden";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301320;1320;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301321;1321;2023;"Non-manager";"France";"Finance & Operations";"2023-12-15";"Less than 1 year"
202301322;1322;2023;"Non-manager";"Denmark";"Digital Marketing & Growth";"2023-12-15";"1-2 years"
202301323;1323;2023;"Non-manager";"Denmark";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301324;1324;2023;"Non-manager";"Spain";"Sales & Business Development";"2023-12-15";"10-15 years"
202301325;1325;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"15+ years"
202301326;1326;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301327;1327;2023;"Non-manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301328;1328;2023;"Non-manager";"France";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301329;1329;2023;"Manager";"Denmark";"Customer Experience & Design";"2023-12-15";"10-15 years"
202301330;1330;2023;"Non-manager";"Spain";"Customer Experience & Design";"2023-12-15";"6-9 years"
202301331;1331;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301332;1332;2023;"Non-manager";"Sweden";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301333;1333;2023;"Non-manager";"Spain";"Cybersecurity & Digital Risk";"2023-12-15";"1-2 years"
202301334;1334;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301335;1335;2023;"Manager";"Germany";"Sales & Business Development";"2023-12-15";"1-2 years"
202301336;1336;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"10-15 years"
202301337;1337;2023;"Non-manager";"Germany";"Finance & Operations";"2023-12-15";"3-5 years"
202301338;1338;2023;"Manager";"Sweden";"Cybersecurity & Digital Risk";"2023-12-15";"1-2 years"
202301339;1339;2023;"Non-manager";"France";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301340;1340;2023;"Non-manager";"France";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301341;1341;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301342;1342;2023;"Manager";"France";"Sales & Business Development";"2023-12-15";"Less than 1 year"
202301343;1343;2023;"Non-manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301344;1344;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301345;1345;2023;"Non-manager";"Spain";"Human Resources";"2023-12-15";"15+ years"
202301346;1346;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301347;1347;2023;"Non-manager";"France";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301348;1348;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"1-2 years"
202301349;1349;2023;"Non-manager";"Denmark";"Customer Experience & Design";"2023-12-15";"3-5 years"
202301350;1350;2023;"Non-manager";"Sweden";"Human Resources";"2023-12-15";"1-2 years"
202301351;1351;2023;"Non-manager";"Germany";"Sales & Business Development";"2023-12-15";"3-5 years"
202301352;1352;2023;"Manager";"Spain";"Cybersecurity & Digital Risk";"2023-12-15";"1-2 years"
202301353;1353;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301354;1354;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301355;1355;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"3-5 years"
202301356;1356;2023;"Manager";"France";"Technology & IT Strategy";"2023-12-15";"6-9 years"
202301357;1357;2023;"Non-manager";"France";"Finance & Operations";"2023-12-15";"Less than 1 year"
202301358;1358;2023;"Manager";"Denmark";"Digital Marketing & Growth";"2023-12-15";"Less than 1 year"
202301359;1359;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301360;1360;2023;"Non-manager";"Germany";"Data & Analytics Consulting";"2023-12-15";"1-2 years"
202301361;1361;2023;"Non-manager";"Germany";"Finance & Operations";"2023-12-15";"3-5 years"
202301362;1362;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"1-2 years"
202301363;1363;2023;"Manager";"France";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301364;1364;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301365;1365;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301366;1366;2023;"Non-manager";"France";"Human Resources";"2023-12-15";"1-2 years"
202301367;1367;2023;"Non-manager";"Spain";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301368;1368;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301369;1369;2023;"Non-manager";"Sweden";"Finance & Operations";"2023-12-15";"1-2 years"
202301370;1370;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301371;1371;2023;"Non-manager";"Denmark";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301372;1372;2023;"Manager";"Denmark";"Technology & IT Strategy";"2023-12-15";"10-15 years"
202301373;1373;2023;"Non-manager";"France";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301374;1374;2023;"Non-manager";"Sweden";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301375;1375;2023;"Manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301376;1376;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301377;1377;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"Less than 1 year"
202301378;1378;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301379;1379;2023;"Manager";"Sweden";"Finance & Operations";"2023-12-15";"3-5 years"
202301380;1380;2023;"Manager";"Sweden";"Human Resources";"2023-12-15";"3-5 years"
202301381;1381;2023;"Non-manager";"Denmark";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301382;1382;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"1-2 years"
202301383;1383;2023;"Non-manager";"Germany";"Technology & IT Strategy";"2023-12-15";"3-5 years"
202301384;1384;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301385;1385;2023;"Non-manager";"Germany";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301386;1386;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"10-15 years"
202301387;1387;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"Less than 1 year"
202301388;1388;2023;"Manager";"Denmark";"Transformation & Change Management";"2023-12-15";"10-15 years"
202301389;1389;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"3-5 years"
202301390;1390;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"1-2 years"
202301391;1391;2023;"Non-manager";"Denmark";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301392;1392;2023;"Manager";"Sweden";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301393;1393;2023;"Non-manager";"France";"Sales & Business Development";"2023-12-15";"3-5 years"
202301394;1394;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"6-9 years"
202301395;1395;2023;"Non-manager";"Spain";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301396;1396;2023;"Manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301397;1397;2023;"Non-manager";"France";"Cybersecurity & Digital Risk";"2023-12-15";"3-5 years"
202301398;1398;2023;"Non-manager";"Sweden";"Sales & Business Development";"2023-12-15";"10-15 years"
202301399;1399;2023;"Non-manager";"Spain";"Human Resources";"2023-12-15";"3-5 years"
202301400;1400;2023;"Non-manager";"Spain";"Transformation & Change Management";"2023-12-15";"Less than 1 year"
202301401;1401;2023;"Manager";"France";"Data & Analytics Consulting";"2023-12-15";"6-9 years"
202301402;1402;2023;"Manager";"Sweden";"Sales & Business Development";"2023-12-15";"Less than 1 year"
202301403;1403;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301404;1404;2023;"Manager";"France";"Data & Analytics Consulting";"2023-12-15";"Less than 1 year"
202301405;1405;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301406;1406;2023;"Manager";"Spain";"Digital Strategy Consulting";"2023-12-15";"15+ years"
202301407;1407;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"6-9 years"
202301408;1408;2023;"Non-manager";"Denmark";"Digital Strategy Consulting";"2023-12-15";"1-2 years"
202301409;1409;2023;"Non-manager";"Denmark";"Customer Experience & Design";"2023-12-15";"1-2 years"
202301410;1410;2023;"Manager";"Sweden";"Customer Experience & Design";"2023-12-15";"Less than 1 year"
202301411;1411;2023;"Manager";"Denmark";"Sales & Business Development";"2023-12-15";"3-5 years"
202301412;1412;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301413;1413;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"10-15 years"
202301414;1414;2023;"Non-manager";"Germany";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301415;1415;2023;"Non-manager";"Sweden";"Human Resources";"2023-12-15";"1-2 years"
202301416;1416;2023;"Manager";"Denmark";"Human Resources";"2023-12-15";"1-2 years"
202301417;1417;2023;"Manager";"Sweden";"Sales & Business Development";"2023-12-15";"3-5 years"
202301418;1418;2023;"Manager";"France";"Customer Experience & Design";"2023-12-15";"10-15 years"
202301419;1419;2023;"Non-manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"6-9 years"
202301420;1420;2023;"Non-manager";"Germany";"Customer Experience & Design";"2023-12-15";"Less than 1 year"
202301421;1421;2023;"Manager";"Sweden";"Technology & IT Strategy";"2023-12-15";"1-2 years"
202301422;1422;2023;"Non-manager";"Sweden";"Human Resources";"2023-12-15";"3-5 years"
202301423;1423;2023;"Manager";"Sweden";"Transformation & Change Management";"2023-12-15";"1-2 years"
202301424;1424;2023;"Non-manager";"Sweden";"Digital Marketing & Growth";"2023-12-15";"1-2 years"
202301425;1425;2023;"Manager";"Germany";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301426;1426;2023;"Manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"10-15 years"
202301427;1427;2023;"Non-manager";"Germany";"Digital Strategy Consulting";"2023-12-15";"6-9 years"
202301428;1428;2023;"Non-manager";"Sweden";"Digital Strategy Consulting";"2023-12-15";"3-5 years"
202301429;1429;2023;"Non-manager";"Sweden";"Data & Analytics Consulting";"2023-12-15";"3-5 years"
202301430;1430;2023;"Non-manager";"Germany";"Sales & Business Development";"2023-12-15";"6-9 years"
202301431;1431;2023;"Non-manager";"Germany";"Digital Marketing & Growth";"2023-12-15";"3-5 years"
202301432;1432;2023;"Non-manager";"France";"Finance & Operations";"2023-12-15";"10-15 years"
